,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region,Date
4383,Senegal,13056,43,274,2,8715,120,4067,45,777,16,138648,8249,16806860,1287,61339,121,Africa,2020-08-25
4384,Sudan,12974,71,819,1,6557,19,5598,0,295,19,401,9,43996824,3391,53720,109718,Africa,2020-08-25
4385,Zambia,11285,137,282,2,10400,192,603,0,611,15,107446,5821,18456960,1636,65450,172,Africa,2020-08-25
4386,Libya,11281,272,203,4,1112,16,9966,0,1638,29,96524,14019,6885204,610,33917,71,Africa,2020-08-25
4387,Norway,10454,59,264,0,9150,0,1040,1,1926,49,640575,118020,5427668,519,20559,8,Europe,2020-08-25
4388,DRC,9891,49,251,0,8972,19,668,0,110,3,0,0,89944168,9094,358343,0,Africa,2020-08-25
4389,Malaysia,9285,11,125,0,8971,6,189,8,286,4,1182845,36476,32427900,3493,259423,27,Asia,2020-08-25
4390,Guinea,9128,52,57,2,8040,112,1031,24,692,4,21504,1631,13183464,1444,231289,613,Africa,2020-08-25
4391,Greece,8987,168,243,1,3804,0,4940,31,863,23,872550,83778,10415043,1159,42860,12,Europe,2020-08-25
4392,French Guiana,8904,29,56,0,8399,36,449,17,29701,187,50286,167739,299788,34,5353,6,South America,2020-08-25
4393,Albania,8759,154,259,5,4530,117,3970,19,3044,90,53475,18585,2877308,328,11109,54,Europe,2020-08-25
4394,Croatia,8530,219,175,2,6124,198,2231,9,2080,43,154159,37588,4101269,481,23436,27,Europe,2020-08-25
4395,Gabon,8409,0,53,0,6959,0,1397,2,3765,24,109360,48968,2233297,266,42138,20,Africa,2020-08-25
4396,Tajikistan,8379,33,67,0,7179,37,1133,0,876,7,0,0,9568616,1142,142815,0,Asia,2020-08-25
4397,Haiti,8112,2,196,0,5624,0,2292,0,710,17,22501,1970,11423318,1408,58282,508,North America,2020-08-25
4398,Finland,7981,43,335,0,7100,0,546,1,1440,60,574141,103597,5542050,694,16543,10,Europe,2020-08-25
4399,Luxembourg,7838,44,124,0,7114,8,600,1,12491,198,733651,1169200,627481,80,5060,1,Europe,2020-08-25
4400,Maldives,7047,135,28,1,4439,142,2580,12,13003,52,105855,195325,541943,77,19355,5,Asia,2020-08-25
4401,Mauritania,6960,32,158,0,6321,39,481,3,1491,34,69554,14903,4667094,671,29539,67,Africa,2020-08-25
4402,Zimbabwe,6196,126,166,11,4961,11,1069,0,416,11,149748,10054,14895040,2404,89729,99,Africa,2020-08-25
4403,Namibia,6160,130,57,1,2732,169,3371,11,2418,22,53387,20955,2547656,414,44696,48,Africa,2020-08-25
4404,Malawi,5423,4,170,1,3066,7,2187,4,282,9,42902,2234,19200584,3541,112945,448,Africa,2020-08-25
4405,Djibouti,5383,0,60,0,5282,9,41,0,5437,61,65651,66305,990133,184,16502,15,Africa,2020-08-25
4406,Hungary,5215,24,614,1,3716,21,885,7,540,64,400442,41469,9656517,1852,15727,24,Europe,2020-08-25
4407,Equatorial Guinea,4926,0,83,0,3795,0,1048,2,3495,59,50481,35817,1409407,286,16981,28,Africa,2020-08-25
4408,Hong Kong,4711,19,77,0,4108,56,526,27,628,10,780415,103969,7506195,1593,97483,10,Asia,2020-08-25
4409,CAR,4691,12,61,0,1773,18,2857,2,969,13,30944,6391,4842117,1032,79379,156,Africa,2020-08-25
4410,Nicaragua,4494,183,137,4,2913,0,1444,0,677,21,0,0,6636353,1477,48441,0,North America,2020-08-25
4411,Montenegro,4444,66,87,3,3480,60,877,0,7076,139,46380,73844,628078,141,7219,14,Europe,2020-08-25
4412,Eswatini,4327,23,86,1,2959,23,1282,11,3724,74,28694,24694,1161971,269,13511,40,Africa,2020-08-25
4413,Congo,3979,0,78,0,1742,0,2159,0,719,14,0,0,5537578,1392,70995,0,Africa,2020-08-25
4414,Cuba,3744,27,91,0,3102,23,551,3,331,8,369889,32660,11325541,3025,124456,31,North America,2020-08-25
4415,Suriname,3698,66,61,1,2818,60,819,20,6295,104,7186,12233,587426,159,9630,82,South America,2020-08-25
4416,Cabo Verde,3568,36,37,0,2673,74,858,0,6407,66,74177,133198,556894,156,15051,8,Africa,2020-08-25
4417,Rwanda,3537,231,15,1,1806,21,1716,0,272,1,378014,29082,12998264,3675,866551,34,Africa,2020-08-25
4418,Mozambique,3508,68,21,0,1809,148,1678,0,112,0,89158,2841,31379596,8945,1494266,352,Africa,2020-08-25
4419,Slovakia,3452,28,33,0,2167,14,1252,10,632,6,312822,57293,5460052,1582,165456,17,Europe,2020-08-25
4420,Thailand,3402,5,58,0,3229,7,115,1,49,0,749213,10730,69826960,20525,1203913,93,Asia,2020-08-25
4421,Somalia,3275,6,95,2,2443,0,737,0,205,6,0,0,15956119,4872,167959,0,Africa,2020-08-25
4422,Mayotte,3237,0,39,0,2964,0,234,1,11824,142,13000,47487,273761,85,7020,21,Africa,2020-08-25
4423,Tunisia,3069,176,71,0,1456,2,1542,8,259,6,129104,10907,11837216,3857,166721,92,Africa,2020-08-25
4424,Sri Lanka,2971,12,12,0,2816,5,143,1,139,0,208397,9726,21427012,7212,1785584,103,Asia,2020-08-25
4425,Mali,2713,5,125,0,2041,16,547,0,133,6,35336,1738,20333304,7495,162666,575,Africa,2020-08-25
4426,Lithuania,2694,21,85,0,1785,19,824,5,992,31,613324,225805,2716164,1008,31955,4,Europe,2020-08-25
4427,Slovenia,2686,21,133,0,2139,17,414,0,1292,64,152063,73143,2078982,774,15631,14,Europe,2020-08-25
4428,Gambia,2686,101,90,3,601,111,1995,0,1107,37,11925,4915,2426292,903,26959,203,Africa,2020-08-25
4429,South Sudan,2507,3,47,0,1290,0,1170,0,224,4,12044,1074,11213382,4473,238583,931,Africa,2020-08-25
4430,Uganda,2426,64,25,3,1267,19,1134,0,53,0,355057,7728,45943204,18938,1837728,129,Africa,2020-08-25
4431,Syria,2365,72,95,3,533,14,1737,0,135,5,0,0,17561734,7426,184860,0,Asia,2020-08-25
4432,Estonia,2294,19,64,0,2038,13,192,0,1729,48,142160,107155,1326673,578,20729,9,Europe,2020-08-25
4433,Angola,2283,61,102,2,977,100,1204,24,69,3,64747,1961,33009624,14459,323624,510,Africa,2020-08-25
4434,Guinea-Bissau,2149,0,33,0,1015,0,1101,5,1088,17,1500,760,1974699,919,59839,1316,Africa,2020-08-25
4435,Benin,2115,0,39,0,1705,0,371,0,174,3,107057,8798,12168516,5753,312013,114,Africa,2020-08-25
4436,Iceland,2077,4,10,0,1953,7,114,0,6081,29,203085,594546,341580,164,34158,2,Europe,2020-08-25
4437,Sierra Leone,2001,4,69,0,1569,12,363,0,250,9,0,0,8000606,3998,115951,0,Africa,2020-08-25
4438,Yemen,1924,8,557,2,1091,1,276,0,64,19,120,4,29921076,15551,53718,249342,Asia,2020-08-25
4439,Bahamas,1798,0,46,0,634,0,1118,83,4566,117,10170,25825,393811,219,8561,39,North America,2020-08-25
4440,Jordan,1716,77,14,0,1344,9,358,3,168,1,763137,74683,10218392,5955,729885,13,Asia,2020-08-25
4441,Malta,1705,38,10,0,1029,52,666,0,3860,23,177518,401875,441724,259,44172,2,Europe,2020-08-25
4442,New Zealand,1690,7,22,0,1539,1,129,9,338,4,701504,140242,5002100,2960,227368,7,Australia/Oceania,2020-08-25
4443,Aruba,1670,42,8,1,565,104,1097,7,15632,75,19604,183498,106835,64,13354,5,North America,2020-08-25
4444,Jamaica,1612,83,16,0,819,0,777,3,544,5,54055,18242,2963147,1838,185197,55,North America,2020-08-25
4445,Botswana,1562,0,3,0,199,0,1360,1,662,1,106284,45063,2358545,1510,786182,22,Africa,2020-08-25
4446,Uruguay,1536,3,43,1,1309,14,184,4,442,12,163129,46936,3475579,2263,80827,21,South America,2020-08-25
4447,Cyprus,1474,14,20,0,935,57,519,5,1219,17,286736,237228,1208694,820,60435,4,Asia,2020-08-25
4448,Georgia,1429,8,19,1,1150,13,260,0,358,5,341166,85549,3987972,2791,209893,12,Asia,2020-08-25
4449,Latvia,1342,5,33,0,1135,42,174,0,713,18,240533,127749,1882861,1403,57056,8,Europe,2020-08-25
4450,Burkina Faso,1338,0,55,0,1050,0,233,0,64,3,0,0,20984718,15684,381540,0,Africa,2020-08-25
4451,Togo,1309,14,27,0,919,5,363,2,158,3,60343,7264,8306682,6346,307655,138,Africa,2020-08-25
4452,Liberia,1295,5,82,0,821,2,392,0,255,16,0,0,5074806,3919,61888,0,Africa,2020-08-25
4453,Réunion,1292,48,6,0,692,0,594,3,1442,7,35419,39518,896283,694,149381,25,Africa,2020-08-25
4454,Trinidad and Tobago,1252,153,15,0,178,13,1059,6,894,11,20439,14597,1400185,1118,93346,69,North America,2020-08-25
4455,Niger,1173,1,69,0,1084,0,20,0,48,3,9052,372,24327200,20739,352568,2687,Africa,2020-08-25
4456,Andorra,1060,0,53,0,877,0,130,1,13716,686,137457,1778596,77284,73,1458,1,Europe,2020-08-25
4457,Guyana,1060,31,31,0,523,13,506,8,1347,39,7373,9367,787133,743,25391,107,South America,2020-08-25
4458,Lesotho,1049,34,30,0,472,0,547,0,489,14,13330,6215,2144823,2045,71494,161,Africa,2020-08-25
4459,Vietnam,1029,7,27,0,592,5,410,0,11,0,1009145,10353,97470888,94724,3610033,97,Asia,2020-08-25
4460,Chad,995,8,77,1,871,1,47,0,60,5,0,0,16492533,16575,214189,0,Africa,2020-08-25
4461,Guadeloupe,935,164,15,0,289,0,631,6,2337,37,27868,69646,400135,428,26676,14,North America,2020-08-25
4462,Sao Tome and Principe,892,0,15,0,833,1,44,0,4059,68,3546,16136,219755,246,14650,62,Africa,2020-08-25
4463,Belize,730,17,10,0,48,3,672,8,1831,25,6768,16976,398687,546,39869,59,North America,2020-08-25
4464,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,,2020-08-25
4465,San Marino,710,6,42,0,658,1,10,0,20918,1237,6678,196747,33942,48,808,5,Europe,2020-08-25
4466,Channel Islands,620,4,48,0,545,0,27,0,3561,276,68985,396226,174105,281,3627,3,Europe,2020-08-25
4467,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59975064,117829,2855955,0,Africa,2020-08-25
4468,Myanmar,504,30,6,0,341,0,157,0,9,0,146037,2681,54465292,108066,9077549,373,Asia,2020-08-25
4469,Taiwan,487,0,7,0,457,0,23,0,20,0,86419,3627,23823430,48919,3403347,276,Asia,2020-08-25
4470,Martinique,464,0,16,0,98,0,350,2,1237,43,12227,32586,375220,809,23451,31,North America,2020-08-25
4471,Burundi,430,0,1,0,345,0,84,0,36,0,22093,1850,11940680,27769,11940680,540,Africa,2020-08-25
4472,Papua New Guinea,419,18,4,0,232,0,183,0,47,0,14676,1636,8971820,21412,2242955,611,Australia/Oceania,2020-08-25
4473,Comoros,417,0,7,0,399,3,11,0,478,8,0,0,872290,2092,124613,0,Africa,2020-08-25
4474,Faeroe Islands,411,1,0,0,344,7,67,5,8406,0,88779,1815856,48891,119,0,1,Europe,2020-08-25
4475,Sint Maarten,408,0,17,0,147,0,244,8,9500,396,2184,50851,42949,105,2526,20,North America,2020-08-25
4476,Turks and Caicos,383,0,2,0,102,0,279,3,9872,52,2083,53692,38795,101,19398,19,North America,2020-08-25
4477,French Polynesia,372,0,0,0,148,0,224,2,1323,0,9912,35254,281156,756,0,28,Australia/Oceania,2020-08-25
4478,Mauritius,348,1,10,0,335,0,3,0,274,8,205285,161376,1272094,3655,127209,6,Africa,2020-08-25
4479,Isle of Man,336,0,24,0,312,0,0,0,3948,282,9722,114239,85102,253,3546,9,Europe,2020-08-25
4480,Eritrea,315,9,0,0,276,2,39,0,89,0,0,0,3553724,11282,0,0,Africa,2020-08-25
4481,Mongolia,298,0,0,0,289,0,9,1,91,0,50613,15402,3286087,11027,0,65,Asia,2020-08-25
4482,Cambodia,273,0,0,0,263,0,10,1,16,0,89953,5369,16753390,61368,0,186,Asia,2020-08-25
4483,Gibraltar,256,8,0,0,203,0,53,0,7599,0,31240,927306,33689,132,0,1,Europe,2020-08-25
4484,Cayman Islands,205,0,1,0,202,0,2,0,3114,15,34688,526869,65838,321,65838,2,North America,2020-08-25
4485,Saint Martin,198,22,5,0,52,0,141,11,5108,129,2756,71099,38763,196,7753,14,North America,2020-08-25
4486,Bermuda,168,0,9,0,151,1,8,0,2699,145,40157,645175,62242,370,6916,2,North America,2020-08-25
4487,Barbados,164,3,7,0,132,0,25,0,571,24,15990,55631,287429,1753,41061,18,North America,2020-08-25
4488,Bhutan,156,1,0,0,117,2,39,0,202,0,86859,112383,772884,4954,0,9,Asia,2020-08-25
4489,Brunei,144,1,3,0,139,0,2,0,329,7,49856,113798,438111,3042,146037,9,Asia,2020-08-25
4490,Seychelles,136,4,0,0,127,1,9,0,1382,0,0,0,98440,724,0,0,Africa,2020-08-25
4491,Monaco,121,6,1,0,85,1,35,1,3080,25,51953,1322498,39284,325,39284,1,Europe,2020-08-25
4492,Liechtenstein,102,2,1,0,94,4,7,0,2674,26,900,23594,38145,374,38145,42,Europe,2020-08-25
4493,Antigua and Barbuda,94,0,3,0,89,0,2,1,959,31,1775,18103,98052,1043,32684,55,North America,2020-08-25
4494,St. Vincent Grenadines,58,0,0,0,57,1,1,0,523,0,3214,28957,110994,1914,0,35,North America,2020-08-25
4495,Curaçao,47,4,1,0,34,0,12,0,286,6,1080,6578,164196,3494,164196,152,North America,2020-08-25
4496,Macao,46,0,0,0,46,0,0,0,71,0,4071,6257,650653,14145,0,160,Asia,2020-08-25
4497,Fiji,28,0,1,0,23,0,4,0,31,1,6693,7458,897432,32051,897432,134,Australia/Oceania,2020-08-25
4498,British Virgin Islands,26,5,1,0,8,0,17,0,859,33,2092,69130,30262,1164,30262,14,North America,2020-08-25
4499,Saint Lucia,26,0,0,0,25,0,1,0,141,0,4946,26916,183756,7068,0,37,North America,2020-08-25
4500,Timor-Leste,26,0,0,0,25,0,1,0,20,0,5146,3892,1322118,50851,0,257,Asia,2020-08-25
4501,Grenada,24,0,0,0,24,0,0,0,213,0,6252,55522,112603,4692,0,18,North America,2020-08-25
4502,New Caledonia,23,0,0,0,23,0,0,0,80,0,12370,43265,285912,12431,0,23,Australia/Oceania,2020-08-25
4503,Laos,22,0,0,0,21,1,1,0,3,0,37151,5095,7291233,331420,0,196,Asia,2020-08-25
4504,Dominica,20,0,0,0,18,0,2,0,278,0,2022,28078,72014,3601,0,36,North America,2020-08-25
4505,St. Barth,17,1,0,0,9,0,8,0,1720,0,2075,209978,9882,581,0,5,North America,2020-08-25
4506,Saint Kitts and Nevis,17,0,0,0,17,0,0,0,319,0,1430,26851,53256,3133,0,37,North America,2020-08-25
4507,Greenland,14,0,0,0,14,0,0,0,247,0,6591,116069,56785,4056,0,9,North America,2020-08-25
4508,Montserrat,13,0,1,0,12,0,0,0,2604,200,61,12220,4992,384,4992,82,North America,2020-08-25
4509,Caribbean Netherlands,13,0,0,0,7,0,6,0,495,0,424,16146,26260,2020,0,62,North America,2020-08-25
4510,Falkland Islands,13,0,0,0,13,0,0,0,3721,0,2256,645678,3494,269,0,2,South America,2020-08-25
4511,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe,2020-08-25
4512,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,599447,59945,599447,0,Africa,2020-08-25
4513,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,,2020-08-25
4514,Saint Pierre Miquelon,5,0,0,0,1,0,4,0,864,0,0,0,5790,1158,0,0,North America,2020-08-25
4515,Anguilla,3,0,0,0,3,0,0,0,200,0,662,44066,15023,5008,0,23,North America,2020-08-25
4516,USA,6000365,44637,183653,1289,3313861,59579,2502851,16378,18111,554,78632568,237343,331304000,55,1804,4,North America,2020-08-26
4517,Brazil,3722004,47828,117756,1090,2908848,60453,695400,8318,17491,553,14172764,66603,212793136,57,1807,15,South America,2020-08-26
4518,India,3307749,75995,60629,1017,2523443,56191,723677,8944,2393,44,37651512,27243,1382085760,418,22796,37,Asia,2020-08-26
4519,Russia,970865,4676,16683,115,786150,6403,168032,2300,6652,114,35100000,240503,145944336,150,8748,4,Europe,2020-08-26
4520,South Africa,615701,2684,13502,194,525242,4861,76957,539,10361,227,3598973,60566,59422424,97,4401,17,Africa,2020-08-26
4521,Peru,613378,5996,28124,123,421877,7300,163377,1512,18564,851,3055850,92485,33041424,54,1175,11,South America,2020-08-26
4522,Colombia,572270,10142,18184,295,407121,11651,146965,1493,11228,357,2582612,50673,50965880,89,2803,20,South America,2020-08-26
4523,Mexico,568621,4916,61450,650,393101,3977,114070,3442,4403,476,1278436,9900,129140136,227,2102,101,North America,2020-08-26
4524,Spain,426818,3594,28971,47,0,0,0,697,9128,620,8517446,182162,46757636,110,1614,5,Europe,2020-08-26
4525,Chile,402365,1380,10990,32,376268,1805,15107,1004,21021,574,2276223,118916,19141470,48,1742,8,South America,2020-08-26
4526,Argentina,370188,10550,7839,276,268801,5599,93548,2022,8179,173,1148574,25378,45259524,122,5774,39,South America,2020-08-26
4527,Iran,365606,2243,21020,119,314870,1812,29716,3831,4344,250,3113806,37000,84156368,230,4004,27,Asia,2020-08-26
4528,UK,328846,1048,41465,16,0,0,0,68,4840,610,15177265,223387,67941472,207,1639,4,Europe,2020-08-26
4529,Saudi Arabia,310836,1068,3755,33,284945,1013,22136,1601,8908,108,4792192,137330,34895568,112,9293,7,Asia,2020-08-26
4530,Bangladesh,302147,2519,4082,54,190183,3427,107882,0,1832,25,1485261,9005,164940992,546,40407,111,Asia,2020-08-26
4531,Pakistan,294193,482,6267,12,278939,514,8987,669,1328,28,2512337,11341,221530624,753,35349,88,Asia,2020-08-26
4532,Italy,262540,1367,35458,13,206329,314,20753,69,4343,587,8219421,135976,60447728,230,1705,7,Europe,2020-08-26
4533,Turkey,262507,1313,6183,20,239797,1002,16527,841,3107,73,6621749,78384,84477896,322,13663,13,Asia,2020-08-26
4534,France,253587,5429,30544,0,85524,0,137519,410,3884,468,6000000,91889,65296176,257,2138,11,Europe,2020-08-26
4535,Germany,239000,1428,9352,7,214233,4633,15415,245,2851,112,11208091,133707,83825864,351,8963,7,Europe,2020-08-26
4536,Iraq,215784,3837,6668,72,157215,3454,51901,595,5347,165,1502546,37233,40355468,187,6052,27,Asia,2020-08-26
4537,Philippines,202361,5277,3137,99,133460,1131,65764,717,1843,29,2406194,21914,109802424,543,35002,46,Asia,2020-08-26
4538,Indonesia,160165,2306,6944,86,115409,2542,37812,0,585,25,2106753,7690,273966336,1711,39454,130,Asia,2020-08-26
4539,Canada,126417,448,9094,4,112455,405,4868,45,3345,241,5246341,138817,37793084,299,4156,7,North America,2020-08-26
4540,Qatar,117742,244,194,0,114558,240,2990,63,41934,69,604112,215155,2807805,24,14473,5,Asia,2020-08-26
4541,Bolivia,110999,851,4664,86,48875,1825,57460,71,9489,399,236863,20250,11697161,105,2508,49,South America,2020-08-26
4542,Ecuador,110549,1519,6410,42,95097,72,9042,370,6252,362,315924,17865,17683472,160,2759,56,South America,2020-08-26
4543,Ukraine,110085,1670,2354,36,53454,584,54277,177,2520,54,1452006,33233,43691576,397,18561,30,Europe,2020-08-26
4544,Israel,108403,1943,875,16,86466,2644,21062,404,11786,95,2180096,237029,9197590,85,10512,4,Asia,2020-08-26
4545,Kazakhstan,105075,173,1523,0,93990,585,9562,221,5586,81,2291327,121808,18810936,179,12351,8,Asia,2020-08-26
4546,Egypt,97825,206,5317,19,68713,996,23795,41,953,52,135000,1316,102622152,1049,19301,760,Africa,2020-08-26
4547,Dominican Republic,92557,340,1613,28,63478,1018,27466,249,8519,148,355839,32752,10864588,117,6736,31,North America,2020-08-26
4548,Panama,89082,701,1932,13,63595,836,23555,153,20597,447,317156,73331,4324996,49,2239,14,North America,2020-08-26
4549,Sweden,87072,0,5817,5,0,0,0,21,8613,575,1094856,108305,10109031,116,1738,9,Europe,2020-08-26
4550,China,84996,15,4634,0,80015,54,347,8,59,3,90410000,62814,1439323776,16934,310601,16,Asia,2020-08-26
4551,Oman,84818,166,646,4,79409,262,4763,148,16548,126,309212,60327,5125566,60,7934,17,Asia,2020-08-26
4552,Belgium,82447,355,9878,0,18291,49,54278,85,7109,852,2162690,186479,11597489,141,1174,5,Europe,2020-08-26
4553,Kuwait,82271,698,521,2,73906,504,7844,92,19222,122,599413,140046,4280111,52,8215,7,Asia,2020-08-26
4554,Romania,81646,1256,3421,54,36286,470,41939,502,4249,178,1705368,88742,19217048,235,5617,11,Europe,2020-08-26
4555,Belarus,70974,247,657,5,69378,281,939,0,7511,70,1487902,157469,9448832,133,14382,6,Europe,2020-08-26
4556,Guatemala,70714,1063,2662,32,58783,892,9269,5,3936,148,229882,12796,17965034,254,6749,78,North America,2020-08-26
4557,Netherlands,68114,571,6215,8,0,0,0,47,3974,363,1455274,84901,17140820,252,2758,12,Europe,2020-08-26
4558,UAE,68020,399,378,1,59070,316,8572,0,6865,38,6687414,674910,9908607,146,26213,1,Asia,2020-08-26
4559,Japan,63822,701,1209,13,51688,1257,10925,246,505,10,1376783,10891,126414792,1981,104561,92,Asia,2020-08-26
4560,Poland,63802,729,1994,17,43399,615,18409,79,1686,53,2577726,68122,37840044,593,18977,15,Europe,2020-08-26
4561,Singapore,56495,60,27,0,54971,155,1497,0,9645,5,1832813,312903,5857443,104,216942,3,Asia,2020-08-26
4562,Portugal,56274,362,1807,2,41184,163,13283,38,5521,177,1958651,192176,10191976,181,5640,5,Europe,2020-08-26
4563,Honduras,55877,398,1703,20,9124,568,45050,47,5628,172,135216,13619,9928318,178,5830,73,North America,2020-08-26
4564,Morocco,55864,1336,984,29,40586,2293,14294,31,1511,27,1824251,49334,36977260,662,37579,20,Africa,2020-08-26
4565,Nigeria,53021,221,1010,3,40281,317,11730,7,256,5,388346,1877,206886336,3902,204838,533,Africa,2020-08-26
4566,Bahrain,50393,317,186,0,47049,376,3158,30,29471,109,1067907,624537,1709919,34,9193,2,Asia,2020-08-26
4567,Ethiopia,45221,1533,725,16,16311,515,28185,327,392,6,813410,7050,115379816,2551,159145,142,Africa,2020-08-26
4568,Ghana,43769,52,270,0,42048,205,1451,5,1404,9,437001,14020,31168998,712,115441,71,Africa,2020-08-26
4569,Kyrgyzstan,43358,113,1057,0,37217,292,5084,24,6629,162,267718,40933,6540366,151,6188,24,Asia,2020-08-26
4570,Armenia,43067,131,861,3,36726,251,5480,0,14529,290,198569,66991,2964113,69,3443,15,Asia,2020-08-26
4571,Algeria,42619,391,1465,9,29886,299,11268,28,969,33,0,0,43969404,1032,30013,0,Africa,2020-08-26
4572,Venezuela,41965,807,351,8,32931,916,8683,86,1476,12,1723801,60648,28423116,677,80978,16,South America,2020-08-26
4573,Switzerland,40645,383,2003,1,34800,400,3842,18,4691,231,962895,111132,8664406,213,4326,9,Europe,2020-08-26
4574,Uzbekistan,39964,323,291,7,36402,533,3271,249,1191,9,1377915,41080,33542544,839,115266,24,Asia,2020-08-26
4575,Afghanistan,38113,43,1401,4,29042,602,7670,31,976,36,101893,2609,39057472,1025,27878,383,Asia,2020-08-26
4576,Costa Rica,36307,1002,386,10,13317,245,22604,143,7117,76,136154,26690,5101269,141,13216,37,North America,2020-08-26
4577,Azerbaijan,35707,148,522,1,33281,91,1904,0,3517,51,892070,87861,10153232,284,19451,11,Asia,2020-08-26
4578,Moldova,34982,624,967,7,24156,287,9859,575,8675,240,183923,45610,4032473,115,4170,22,Europe,2020-08-26
4579,Nepal,34418,885,175,11,19504,385,14739,0,1178,6,635252,21744,29215160,849,166944,46,Asia,2020-08-26
4580,Kenya,33016,213,564,5,19296,241,13156,44,612,10,429513,7962,53946032,1634,95649,126,Africa,2020-08-26
4581,Serbia,30974,154,707,2,29343,211,924,37,3547,81,895507,102558,8731751,282,12350,10,Europe,2020-08-26
4582,Ireland,28363,162,1777,0,23364,0,3222,5,5734,359,790298,159778,4946213,174,2783,6,Europe,2020-08-26
4583,Austria,26033,327,733,0,22145,257,3155,23,2888,81,1110089,123146,9014380,346,12298,8,Europe,2020-08-26
4584,Australia,25204,151,549,24,20100,286,4555,46,987,21,5886412,230433,25545026,1014,46530,4,Australia/Oceania,2020-08-26
4585,El Salvador,25140,154,687,9,13046,329,11407,297,3873,106,303031,46683,6491298,258,9449,21,North America,2020-08-26
4586,Czechia,22951,403,418,2,16954,292,5579,31,2143,39,861392,80413,10712102,467,25627,12,Europe,2020-08-26
4587,Palestine,20155,477,137,4,13929,767,6089,0,3937,27,214862,41975,5118838,254,37364,24,Asia,2020-08-26
